state,year,health_coverage_total,gdp_per_capita,age65,trade_openness,polity,democracy ,left,center_left,total_left
Costa Rica,1994,NA,3111,5.06,76.69,10,49,0.035,0.491,0.526
Costa Rica,1995,NA,3370,5.16,77.92,10,50,0.035,0.491,0.526
Costa Rica,1996,NA,3321,5.26,82.1,10,51,0.035,0.491,0.526
Costa Rica,1997,NA,3507,5.36,85.34,10,52,0.035,0.491,0.526
Costa Rica,1998,NA,3760,5.46,97.53,10,53,0.053,0.404,0.457
Costa Rica,1999,NA,4112,5.57,97.67,10,54,0.053,0.404,0.457
Costa Rica,2000,NA,4058,5.7,94.39,10,55,0.053,0.404,0.457
Costa Rica,2001,NA,4087,5.83,86.01,10,56,0.053,0.404,0.457
Costa Rica,2002,83.7,4115,5.98,90.02,10,57,0,0.298,0.298
Costa Rica,2003,NA,4200,6.14,95.2,10,58,0,0.298,0.298
Costa Rica,2004,NA,4379,6.3,95.74,10,59,0,0.298,0.298
Costa Rica,2005,NA,4621,6.48,102.47,10,60,0,0.298,0.298
Costa Rica,2006,NA,5128,6.65,104.41,10,61,0,0.439,0.439
Costa Rica,2007,NA,5898,6.82,102.23,10,62,0,0.439,0.439
Costa Rica,2008,NA,6581,7.01,100.63,10,63,0,0.439,0.439
Costa Rica,2009,NA,6386,7.22,83.98,10,64,NA,NA,NA
Costa Rica,2010,NA,7773,7.46,79.1,10,65,NA,NA,NA
Costa Rica,2011,86.9,8704,7.71,79.4,10,66,NA,NA,NA
Costa Rica,2012,NA,9443,7.99,78.94,10,67,NA,NA,NA
Costa Rica,2013,NA,10185,8.29,74.49,10,68,NA,NA,NA
Costa Rica,2014,NA,NA,8.6,72.3,10,69,NA,NA,NA
Dominican Republic,1945,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1946,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1947,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1948,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1949,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1950,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1951,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1952,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1953,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1954,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1955,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1956,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1957,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1958,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1959,NA,NA,NA,NA,0,0,0,0,0
Dominican Republic,1960,NA,NA,2.58,44.41,0,0,0,0,0
Dominican Republic,1961,NA,191,2.58,39.6,-88,0,0,0,0
Dominican Republic,1962,NA,233,2.59,48.05,8,1,0,0,0
Dominican Republic,1963,NA,257,2.59,46.7,-77,1,0,0.662,0.662
Dominican Republic,1964,NA,271,2.59,47.73,-77,1,0,0,0
Dominican Republic,1965,NA,228,2.59,36.57,-77,1,0,0,0
Dominican Republic,1966,NA,245,2.61,41.68,1,1,0,0,0
Dominican Republic,1967,NA,250,2.63,43.09,1,1,0,0,0
Dominican Republic,1968,NA,253,2.65,45.13,1,1,0,0,0
Dominican Republic,1969,NA,280,2.66,44.59,1,1,0,0,0
Dominican Republic,1970,NA,328,2.68,41.82,1,1,0,0,0
Dominican Republic,1971,NA,358,2.71,41.07,1,1,0,0,0
Dominican Republic,1972,NA,416,2.74,46.15,1,1,0,0,0
Dominican Republic,1973,NA,478,2.77,47.56,1,1,0,0,0
Dominican Republic,1974,NA,581,2.81,61.17,1,1,0,0,0
Dominican Republic,1975,NA,696,2.84,57.73,1,1,0,0,0
Dominican Republic,1976,NA,746,2.89,49.08,1,1,0,0,0
Dominican Republic,1977,NA,845,2.93,44.19,1,1,0,0,0
Dominican Republic,1978,NA,859,2.98,41.51,6,2,0,0,0
Dominican Republic,1979,NA,966,3.03,47.63,6,3,0,0.527,0.527
Dominican Republic,1980,NA,1138,3.07,48.11,6,4,0,0.527,0.527
Dominican Republic,1981,NA,1219,3.14,45.84,6,5,0,0.527,0.527
Dominican Republic,1982,NA,1305,3.21,33.59,6,6,0,0.527,0.527
Dominican Republic,1983,NA,1382,3.28,32.71,6,7,0,0.575,0.575
Dominican Republic,1984,NA,1619,3.34,61.05,6,8,0,0.575,0.575
Dominican Republic,1985,NA,773,3.42,65.25,6,9,0,0.575,0.575
Dominican Republic,1986,NA,918,3.52,57.82,6,10,0,0.575,0.575
Dominican Republic,1987,NA,856,3.62,62.99,6,11,0,0.533,0.533
Dominican Republic,1988,NA,773,3.72,74.77,6,12,0,0.533,0.533
Dominican Republic,1989,NA,942,3.82,78,6,13,0,0.533,0.533
Dominican Republic,1990,NA,976,3.92,77.52,6,14,0,0.533,0.533
Dominican Republic,1991,NA,1315,4.04,83.18,6,15,0,0.65,0.65
Dominican Republic,1992,NA,1496,4.16,81.07,6,16,0,0.65,0.65
Dominican Republic,1993,NA,1688,4.28,78.79,6,17,0,0.65,0.65
Dominican Republic,1994,NA,1852,4.39,78.27,5,17,0,0.65,0.65
Dominican Republic,1995,NA,2050,4.52,75.09,5,17,0,0.583,0.583
Dominican Republic,1996,NA,2233,4.64,73.35,8,18,0,0.583,0.583
Dominican Republic,1997,NA,2373,4.76,76.42,8,19,0,0.583,0.583
Dominican Republic,1998,NA,2523,4.89,79.38,8,20,0,0.583,0.583
Dominican Republic,1999,NA,2546,5.01,79.89,8,21,0,0.886,0.886
Dominican Republic,2000,NA,2770,5.13,82.91,8,22,0,0.886,0.886
Dominican Republic,2001,NA,2829,5.26,74.72,8,23,0,0.886,0.886
Dominican Republic,2002,NA,2974,5.37,72.81,8,24,0,0.487,0.487
Dominican Republic,2003,NA,2345,5.48,86.49,8,25,0,0.487,0.487
Dominican Republic,2004,NA,2407,5.59,83.88,8,26,0,0.487,0.487
Dominican Republic,2005,51.1,3636,5.68,65.53,8,27,0,0.487,0.487
Dominican Republic,2006,NA,3794,5.76,67.97,8,28,0,0.337,0.337
Dominican Republic,2007,NA,4298,5.84,61.94,8,29,0,0.337,0.337
Dominican Republic,2008,NA,4697,5.91,61.44,8,30,0,0.337,0.337
Dominican Republic,2009,NA,4703,5.99,50.6,8,31,NA,NA,NA
Dominican Republic,2010,NA,5089,6.07,54.83,8,32,NA,NA,NA
Dominican Republic,2011,75.4,5463,6.17,57.5,8,33,NA,NA,NA
Dominican Republic,2012,NA,5733,6.27,57.5,8,34,NA,NA,NA
Dominican Republic,2013,NA,5826,6.38,56.62,8,35,NA,NA,NA
Dominican Republic,2014,NA,NA,6.51,56.33,8,36,NA,NA,NA
Ecuador,1945,NA,NA,NA,NA,1,0,0,0,0
Ecuador,1946,NA,NA,NA,NA,1,0,0,0,0
Ecuador,1947,NA,NA,NA,NA,1,0,0,0,0
Ecuador,1948,NA,NA,NA,NA,4,0,0,0,0
Ecuador,1949,NA,NA,NA,NA,4,0,0,0,0
Ecuador,1950,NA,NA,NA,NA,4,0,0,0,0
Ecuador,1951,NA,NA,NA,NA,4,0,0,0,0
Ecuador,1952,NA,NA,NA,NA,4,0,0,0,0
Ecuador,1953,NA,NA,NA,NA,4,0,0,0,0
Ecuador,1954,NA,NA,NA,NA,4,0,0.08,0,0.08
Ecuador,1955,NA,NA,NA,NA,4,0,0.08,0,0.08
Ecuador,1956,NA,NA,NA,NA,4,0,0.08,0,0.08
Ecuador,1957,NA,NA,NA,NA,4,0,0.08,0,0.08
Ecuador,1958,NA,NA,NA,NA,4,0,0.225,0,0.225
Ecuador,1959,NA,NA,NA,NA,4,0,0.225,0,0.225
Ecuador,1960,NA,NA,4.7,36.34,4,0,0.225,0,0.225
Ecuador,1961,NA,211,4.68,36.95,1,0,0.225,0,0.225
Ecuador,1962,NA,201,4.64,38.44,1,0,0.002,0,0.002
Ecuador,1963,NA,211,4.59,35.16,1,0,0.002,0,0.002
Ecuador,1964,NA,228,4.54,35.72,1,0,0,0,0
Ecuador,1965,NA,458,4.5,19.27,1,0,0,0,0
Ecuador,1966,NA,453,4.46,21.6,1,0,0,0,0
Ecuador,1967,NA,462,4.42,22.14,1,0,0,0,0
Ecuador,1968,NA,454,4.38,24.96,6,1,0,0,0
Ecuador,1969,NA,532,4.33,20.61,6,2,0,0,0
Ecuador,1970,NA,475,4.28,22.45,4,2,0,0,0
Ecuador,1971,NA,444,4.25,27.27,4,2,0,0,0
Ecuador,1972,NA,500,4.21,27.96,0,2,0,0,0
Ecuador,1973,NA,594,4.17,34.54,0,2,0,0,0
Ecuador,1974,NA,979,4.13,41.4,0,2,0,0,0
Ecuador,1975,NA,1116,4.1,35.41,0,2,0,0,0
Ecuador,1976,NA,1277,4.11,34.01,0,2,0,0,0
Ecuador,1977,NA,1508,4.12,34.44,0,2,0,0,0
Ecuador,1978,NA,1588,4.13,33.3,0,2,0,0,0
Ecuador,1979,NA,1839,4.13,36.08,9,3,0.029,0.217,0.246
Ecuador,1980,NA,2261,4.12,35.03,9,4,0.029,0.217,0.246
Ecuador,1981,NA,2688,4.13,29.92,9,5,0.029,0.217,0.246
Ecuador,1982,NA,2396,4.13,32.41,9,6,0.029,0.217,0.246
Ecuador,1983,NA,2011,4.13,30.88,9,7,0.029,0.217,0.246
Ecuador,1984,NA,1934,4.13,33.06,8,8,0.086,0.386,0.472
Ecuador,1985,NA,1914,4.13,35.72,8,9,0.086,0.386,0.472
Ecuador,1986,NA,1667,4.15,33.11,8,10,0.086,0.386,0.472
Ecuador,1987,NA,1481,4.16,37.73,8,11,0.183,0.268,0.451
Ecuador,1988,NA,1352,4.19,42.66,9,12,0.111,0.431,0.542
Ecuador,1989,NA,1405,4.21,45.11,9,13,0.111,0.431,0.542
Ecuador,1990,NA,1505,4.24,44.59,9,14,0.111,0.431,0.542
Ecuador,1991,NA,1640,4.29,45.2,9,15,0.153,0.194,0.347
Ecuador,1992,NA,1707,4.35,44.81,9,16,0.153,0.194,0.347
Ecuador,1993,NA,1748,4.41,43.17,9,17,0.104,0.091,0.195
Ecuador,1994,NA,2050,4.47,43.78,9,18,0.104,0.091,0.195
Ecuador,1995,NA,2159,4.53,45.91,9,19,0.143,0.104,0.247
Ecuador,1996,NA,2183,4.62,44.22,9,20,0.143,0.104,0.247
Ecuador,1997,NA,2387,4.71,45.02,8,21,0.024,0.061,0.085
Ecuador,1998,NA,2324,4.8,43.4,9,22,0.024,0.061,0.085
Ecuador,1999,NA,1599,4.9,49.2,9,23,0.017,0.14,0.157
Ecuador,2000,NA,1462,4.99,59.46,6,24,0.017,0.14,0.157
Ecuador,2001,NA,1914,5.09,50.75,6,25,0.017,0.14,0.157
Ecuador,2002,45,2191,5.2,49.38,6,26,0.017,0.14,0.157
Ecuador,2003,NA,2442,5.31,47.24,6,27,0.06,0.16,0.22
Ecuador,2004,NA,2705,5.42,50.67,6,28,0.06,0.16,0.22
Ecuador,2005,NA,3013,5.54,56.1,6,29,0.06,0.16,0.22
Ecuador,2006,NA,3337,5.64,59.71,7,30,0.06,0.16,0.22
Ecuador,2007,NA,3575,5.75,62.59,5,30,0.03,0.1,0.13
Ecuador,2008,NA,4256,5.87,68.06,5,30,0.798,0.039,0.837
Ecuador,2009,NA,4237,5.99,52.1,5,30,NA,NA,NA
Ecuador,2010,NA,4501,6.1,60.3,5,30,NA,NA,NA
Ecuador,2011,66.2,5035,6.2,64.49,5,30,NA,NA,NA
Ecuador,2012,NA,5425,6.3,61.74,5,30,NA,NA,NA
Ecuador,2013,NA,5720,6.4,60.82,6,31,NA,NA,NA
Ecuador,2014,NA,NA,6.54,59.08,6,32,NA,NA,NA
El Salvador,1945,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1946,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1947,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1948,NA,NA,NA,NA,-88,0,0,0,0
El Salvador,1949,NA,NA,NA,NA,-88,0,0,0,0
El Salvador,1950,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1951,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1952,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1953,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1954,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1955,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1956,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1957,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1958,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1959,NA,NA,NA,NA,0,0,0,0,0
El Salvador,1960,NA,NA,3.35,NA,1,0,0,0,0
El Salvador,1961,NA,NA,3.34,NA,1,0,0,0,0
El Salvador,1962,NA,NA,3.32,NA,1,0,0,0,0
El Salvador,1963,NA,NA,3.3,NA,1,0,0,0,0
El Salvador,1964,NA,NA,3.28,NA,3,0,0,0,0
El Salvador,1965,NA,271,3.26,55.2,3,0,0,0,0
El Salvador,1966,NA,278,3.25,54.44,3,0,0,0,0
El Salvador,1967,NA,284,3.25,54.3,3,0,0,0,0
El Salvador,1968,NA,285,3.24,52.45,3,0,0,0,0
El Salvador,1969,NA,289,3.24,48.98,3,0,0,0,0
El Salvador,1970,NA,303,3.22,49.38,3,0,0,0,0
El Salvador,1971,NA,309,3.24,51.25,3,0,0,0,0
El Salvador,1972,NA,321,3.26,57.22,2,0,0,0,0
El Salvador,1973,NA,357,3.27,62.94,2,0,0,0,0
El Salvador,1974,NA,403,3.28,73.25,2,0,0,0,0
El Salvador,1975,NA,445,3.29,71.26,2,0,0,0,0
El Salvador,1976,NA,538,3.33,72.36,2,0,0,0,0
El Salvador,1977,NA,666,3.38,75.64,0,0,0,0,0
El Salvador,1978,NA,695,3.42,69.8,0,0,0,0,0
El Salvador,1979,NA,756,3.46,74.11,-88,0,0,0,0
El Salvador,1980,NA,767,3.5,67.41,-88,0,0,0,0
El Salvador,1981,NA,726,3.57,60.27,-88,0,0,0,0
El Salvador,1982,NA,707,3.64,51.25,-88,0,0,0,0
